scenario,step,phase,method,qname,seconds
insertion_only,80,checkpoint,logical_views,,0.1364
insertion_only,80,query,logical_views,q1,1.9857
insertion_only,80,count_query,logical_views,q1,0.1589
insertion_only,80,query,logical_views,q2,0.324
insertion_only,80,count_query,logical_views,q2,0.1184
insertion_only,80,query,logical_views,q3,1.3591
insertion_only,80,count_query,logical_views,q3,0.1754
insertion_only,80,query,logical_views,q4,0.0344
insertion_only,80,count_query,logical_views,q4,0.0148
insertion_only,80,checkpoint,ivm,,0.0819
insertion_only,80,maintain,ivm,,2.4436
insertion_only,80,query,ivm,q1,2.4145
insertion_only,80,count_query,ivm,q1,0.2335
insertion_only,80,query,ivm,q2,0.3091
insertion_only,80,count_query,ivm,q2,0.0814
insertion_only,80,query,ivm,q3,1.233
insertion_only,80,count_query,ivm,q3,0.1006
insertion_only,80,query,ivm,q4,0.0232
insertion_only,80,count_query,ivm,q4,0.0167
insertion_only,80,checkpoint,crown,,0.0828
insertion_only,80,maintain,crown,,0.3458
insertion_only,80,query,crown,q1,1.9574
insertion_only,80,count_query,crown,q1,2.2119
insertion_only,80,query,crown,q2,0.3041
insertion_only,80,count_query,crown,q2,0.0617
insertion_only,80,query,crown,q3,1.3231
insertion_only,80,count_query,crown,q3,0.0332
insertion_only,80,query,crown,q4,0.0243
insertion_only,80,count_query,crown,q4,0.007
insertion_only,85,staging,,,4.6574
insertion_only,85,base_insert,,,4.1349
insertion_only,85,checkpoint,recompute,,0.9614
insertion_only,85,query,recompute,q1,3.1439
insertion_only,85,count_query,recompute,q1,0.3842
insertion_only,85,query,recompute,q2,0.3228
insertion_only,85,count_query,recompute,q2,0.334
insertion_only,85,query,recompute,q3,1.3953
insertion_only,85,count_query,recompute,q3,1.2586
insertion_only,85,query,recompute,q4,0.0253
insertion_only,85,count_query,recompute,q4,0.01
insertion_only,85,checkpoint,logical_views,,0.173
insertion_only,85,query,logical_views,q1,3.5521
insertion_only,85,count_query,logical_views,q1,0.1654
insertion_only,85,query,logical_views,q2,0.3567
insertion_only,85,count_query,logical_views,q2,0.1307
insertion_only,85,query,logical_views,q3,1.369
insertion_only,85,count_query,logical_views,q3,0.2047
insertion_only,85,query,logical_views,q4,0.0304
insertion_only,85,count_query,logical_views,q4,0.0178
insertion_only,85,checkpoint,ivm,,0.1767
insertion_only,85,maintain,ivm,,3.5151
insertion_only,85,query,ivm,q1,4.9099
insertion_only,85,count_query,ivm,q1,0.2274
insertion_only,85,query,ivm,q2,0.3621
insertion_only,85,count_query,ivm,q2,0.0966
insertion_only,85,query,ivm,q3,1.2021
insertion_only,85,count_query,ivm,q3,0.1177
insertion_only,85,query,ivm,q4,0.0374
insertion_only,85,count_query,ivm,q4,0.0114
insertion_only,85,checkpoint,crown,,0.1686
insertion_only,85,maintain,crown,,0.3733
insertion_only,85,query,crown,q1,4.0059
insertion_only,85,count_query,crown,q1,1.7458
insertion_only,85,query,crown,q2,0.3533
insertion_only,85,count_query,crown,q2,0.0604
insertion_only,85,query,crown,q3,1.3363
insertion_only,85,count_query,crown,q3,0.0485
insertion_only,85,query,crown,q4,0.0324
insertion_only,85,count_query,crown,q4,0.0233
insertion_only,90,staging,,,4.4146
insertion_only,90,base_insert,,,3.8882
insertion_only,90,checkpoint,recompute,,1.0638
insertion_only,90,query,recompute,q1,2.3536
insertion_only,90,count_query,recompute,q1,0.3676
insertion_only,90,query,recompute,q2,0.3236
insertion_only,90,count_query,recompute,q2,0.3487
insertion_only,90,query,recompute,q3,1.5167
insertion_only,90,count_query,recompute,q3,1.3827
insertion_only,90,query,recompute,q4,0.0402
insertion_only,90,count_query,recompute,q4,0.0168
insertion_only,90,checkpoint,logical_views,,0.1272
insertion_only,90,query,logical_views,q1,2.8559
insertion_only,90,count_query,logical_views,q1,0.1794
insertion_only,90,query,logical_views,q2,0.4125
insertion_only,90,count_query,logical_views,q2,0.1482
insertion_only,90,query,logical_views,q3,1.5276
insertion_only,90,count_query,logical_views,q3,0.2282
insertion_only,90,query,logical_views,q4,0.0342
insertion_only,90,count_query,logical_views,q4,0.0249
insertion_only,90,checkpoint,ivm,,0.1314
insertion_only,90,maintain,ivm,,3.9413
insertion_only,90,query,ivm,q1,3.8081
insertion_only,90,count_query,ivm,q1,0.2697
insertion_only,90,query,ivm,q2,0.3667
insertion_only,90,count_query,ivm,q2,0.1098
insertion_only,90,query,ivm,q3,1.3088
insertion_only,90,count_query,ivm,q3,0.126
insertion_only,90,query,ivm,q4,0.0197
insertion_only,90,count_query,ivm,q4,0.0096
insertion_only,90,checkpoint,crown,,0.0839
insertion_only,90,maintain,crown,,0.3331
insertion_only,90,query,crown,q1,2.8823
insertion_only,90,count_query,crown,q1,2.0251
insertion_only,90,query,crown,q2,0.3425
insertion_only,90,count_query,crown,q2,0.0867
insertion_only,90,query,crown,q3,1.4324
insertion_only,90,count_query,crown,q3,0.0568
insertion_only,90,query,crown,q4,0.0367
insertion_only,90,count_query,crown,q4,0.021
insertion_only,95,staging,,,4.6094
insertion_only,95,base_insert,,,4.484
insertion_only,95,checkpoint,recompute,,0.7351
insertion_only,95,query,recompute,q1,1.9262
insertion_only,95,count_query,recompute,q1,0.3935
insertion_only,95,query,recompute,q2,0.344
insertion_only,95,count_query,recompute,q2,0.3787
insertion_only,95,query,recompute,q3,1.6483
insertion_only,95,count_query,recompute,q3,1.4803
insertion_only,95,query,recompute,q4,0.0523
insertion_only,95,count_query,recompute,q4,0.0219
insertion_only,95,checkpoint,logical_views,,0.2105
insertion_only,95,query,logical_views,q1,2.3749
insertion_only,95,count_query,logical_views,q1,0.1926
insertion_only,95,query,logical_views,q2,0.3711
insertion_only,95,count_query,logical_views,q2,0.1459
insertion_only,95,query,logical_views,q3,1.5923
insertion_only,95,count_query,logical_views,q3,0.253
insertion_only,95,query,logical_views,q4,0.0419
insertion_only,95,count_query,logical_views,q4,0.0234
insertion_only,95,checkpoint,ivm,,0.2129
insertion_only,95,maintain,ivm,,4.5329
insertion_only,95,query,ivm,q1,2.7791
insertion_only,95,count_query,ivm,q1,0.2811
insertion_only,95,query,ivm,q2,0.3366
insertion_only,95,count_query,ivm,q2,0.104
insertion_only,95,query,ivm,q3,1.7381
insertion_only,95,count_query,ivm,q3,0.1157
insertion_only,95,query,ivm,q4,0.0313
insertion_only,95,count_query,ivm,q4,0.0124
insertion_only,95,checkpoint,crown,,1.0561
insertion_only,95,maintain,crown,,0.3376
insertion_only,95,query,crown,q1,2.6365
insertion_only,95,count_query,crown,q1,2.2127
insertion_only,95,query,crown,q2,0.3717
insertion_only,95,count_query,crown,q2,0.1043
insertion_only,95,query,crown,q3,1.5438
insertion_only,95,count_query,crown,q3,0.0594
insertion_only,95,query,crown,q4,0.0294
insertion_only,95,count_query,crown,q4,0.0359
insertion_only,100,staging,,,4.5651
insertion_only,100,base_insert,,,4.0809
insertion_only,100,checkpoint,recompute,,0.5892
insertion_only,100,query,recompute,q1,2.0164
insertion_only,100,count_query,recompute,q1,0.4104
insertion_only,100,query,recompute,q2,0.3988
insertion_only,100,count_query,recompute,q2,0.5056
insertion_only,100,query,recompute,q3,2.2292
insertion_only,100,count_query,recompute,q3,2.1194
insertion_only,100,query,recompute,q4,0.0516
insertion_only,100,count_query,recompute,q4,0.0205
insertion_only,100,checkpoint,logical_views,,0.1284
insertion_only,100,query,logical_views,q1,2.5161
insertion_only,100,count_query,logical_views,q1,0.1993
insertion_only,100,query,logical_views,q2,0.4727
insertion_only,100,count_query,logical_views,q2,0.1651
insertion_only,100,query,logical_views,q3,2.1024
insertion_only,100,count_query,logical_views,q3,0.2448
insertion_only,100,query,logical_views,q4,0.04
insertion_only,100,count_query,logical_views,q4,0.0244
insertion_only,100,checkpoint,ivm,,0.1297
insertion_only,100,maintain,ivm,,4.8828
insertion_only,100,query,ivm,q1,3.0335
insertion_only,100,count_query,ivm,q1,0.2633
insertion_only,100,query,ivm,q2,0.4166
insertion_only,100,count_query,ivm,q2,0.1127
insertion_only,100,query,ivm,q3,2.1523
insertion_only,100,count_query,ivm,q3,0.1351
insertion_only,100,query,ivm,q4,0.025
insertion_only,100,count_query,ivm,q4,0.0224
insertion_only,100,checkpoint,crown,,0.0782
insertion_only,100,maintain,crown,,0.3801
insertion_only,100,query,crown,q1,2.7058
insertion_only,100,count_query,crown,q1,2.2256
insertion_only,100,query,crown,q2,0.4888
insertion_only,100,count_query,crown,q2,0.0955
insertion_only,100,query,crown,q3,1.9829
insertion_only,100,count_query,crown,q3,0.0573
insertion_only,100,query,crown,q4,0.0425
insertion_only,100,count_query,crown,q4,0.0259
sliding_window,0,init_base,,,2.2629
sliding_window,0,analyze,,,0.0004
sliding_window,0,init_method,logical_views,,0.0566
sliding_window,0,init_method,ivm,,0.0601
sliding_window,0,init_method,crown,,0.1188
sliding_window,5,staging,,,4.2992
sliding_window,5,base_insert,,,2.0567
sliding_window,5,checkpoint,recompute,,0.1446
sliding_window,5,query,recompute,q1,0.1049
sliding_window,5,count_query,recompute,q1,0.0821
sliding_window,5,query,recompute,q2,0.0486
sliding_window,5,count_query,recompute,q2,0.048
sliding_window,5,query,recompute,q3,0.0652
sliding_window,5,count_query,recompute,q3,0.0478
sliding_window,5,query,recompute,q4,0.0107
sliding_window,5,count_query,recompute,q4,0.0032
sliding_window,5,checkpoint,logical_views,,0.0501
sliding_window,5,query,logical_views,q1,0.097
sliding_window,5,count_query,logical_views,q1,0.0496
sliding_window,5,query,logical_views,q2,0.0517
sliding_window,5,count_query,logical_views,q2,0.033
sliding_window,5,query,logical_views,q3,0.0623
sliding_window,5,count_query,logical_views,q3,0.0377
sliding_window,5,query,logical_views,q4,0.0088
sliding_window,5,count_query,logical_views,q4,0.003
sliding_window,5,checkpoint,ivm,,0.0667
sliding_window,5,maintain,ivm,,0.325
sliding_window,5,query,ivm,q1,0.0545
sliding_window,5,count_query,ivm,q1,0.0127
sliding_window,5,query,ivm,q2,0.0243
sliding_window,5,count_query,ivm,q2,0.0088
sliding_window,5,query,ivm,q3,0.0309
sliding_window,5,count_query,ivm,q3,0.0045
sliding_window,5,query,ivm,q4,0.0083
sliding_window,5,count_query,ivm,q4,0.003
sliding_window,5,checkpoint,crown,,0.1435
sliding_window,5,maintain,crown,,0.1927
sliding_window,5,query,crown,q1,0.0881
sliding_window,5,count_query,crown,q1,0.0177
sliding_window,5,query,crown,q2,0.0303
sliding_window,5,count_query,crown,q2,0.0117
sliding_window,5,query,crown,q3,0.0517
sliding_window,5,count_query,crown,q3,0.0058
sliding_window,5,query,crown,q4,0.0117
sliding_window,5,count_query,crown,q4,0.0034
sliding_window,10,staging,,,4.3286
sliding_window,10,base_insert,,,3.4932
sliding_window,10,checkpoint,recompute,,0.2478
sliding_window,10,query,recompute,q1,0.1544
sliding_window,10,count_query,recompute,q1,0.1204
sliding_window,10,query,recompute,q2,0.0775
sliding_window,10,count_query,recompute,q2,0.0726
sliding_window,10,query,recompute,q3,0.0968
sliding_window,10,count_query,recompute,q3,0.0839
sliding_window,10,query,recompute,q4,0.0101
sliding_window,10,count_query,recompute,q4,0.0035
sliding_window,10,checkpoint,logical_views,,0.1037
sliding_window,10,query,logical_views,q1,0.1314
sliding_window,10,count_query,logical_views,q1,0.0543
sliding_window,10,query,logical_views,q2,0.0604
sliding_window,10,count_query,logical_views,q2,0.0491
sliding_window,10,query,logical_views,q3,0.0866
sliding_window,10,count_query,logical_views,q3,0.0492
sliding_window,10,query,logical_views,q4,0.0101
sliding_window,10,count_query,logical_views,q4,0.0032
sliding_window,10,checkpoint,ivm,,0.1039
sliding_window,10,maintain,ivm,,0.4106
sliding_window,10,query,ivm,q1,0.1003
sliding_window,10,count_query,ivm,q1,0.0169
sliding_window,10,query,ivm,q2,0.0255
sliding_window,10,count_query,ivm,q2,0.0117
sliding_window,10,query,ivm,q3,0.0494
sliding_window,10,count_query,ivm,q3,0.0054
sliding_window,10,query,ivm,q4,0.0091
sliding_window,10,count_query,ivm,q4,0.0032
sliding_window,10,checkpoint,crown,,0.2245
sliding_window,10,maintain,crown,,0.2608
sliding_window,10,query,crown,q1,0.1071
sliding_window,10,count_query,crown,q1,0.0268
sliding_window,10,query,crown,q2,0.0338
sliding_window,10,count_query,crown,q2,0.0132
sliding_window,10,query,crown,q3,0.0613
sliding_window,10,count_query,crown,q3,0.0068
sliding_window,10,query,crown,q4,0.0109
sliding_window,10,count_query,crown,q4,0.0032
sliding_window,15,staging,,,8.9664
sliding_window,15,base_insert,,,3.1842
sliding_window,15,base_delete,,,0.3194
sliding_window,15,checkpoint,recompute,,0.3912
sliding_window,15,query,recompute,q1,0.134
sliding_window,15,count_query,recompute,q1,0.1079
sliding_window,15,query,recompute,q2,0.0734
sliding_window,15,count_query,recompute,q2,0.0559
sliding_window,15,query,recompute,q3,0.0932
sliding_window,15,count_query,recompute,q3,0.0567
sliding_window,15,query,recompute,q4,0.012
sliding_window,15,count_query,recompute,q4,0.0033
sliding_window,15,checkpoint,logical_views,,0.1025
sliding_window,15,query,logical_views,q1,0.1452
sliding_window,15,count_query,logical_views,q1,0.0534
sliding_window,15,query,logical_views,q2,0.0633
sliding_window,15,count_query,logical_views,q2,0.0389
sliding_window,15,query,logical_views,q3,0.0876
sliding_window,15,count_query,logical_views,q3,0.0458
sliding_window,15,query,logical_views,q4,0.0104
sliding_window,15,count_query,logical_views,q4,0.0032
sliding_window,15,checkpoint,ivm,,0.0899
sliding_window,15,maintain,ivm,,0.5533
sliding_window,15,query,ivm,q1,0.101
sliding_window,15,count_query,ivm,q1,0.0164
sliding_window,15,query,ivm,q2,0.0308
sliding_window,15,count_query,ivm,q2,0.0115
sliding_window,15,query,ivm,q3,0.0739
sliding_window,15,count_query,ivm,q3,0.005
sliding_window,15,query,ivm,q4,0.0084
sliding_window,15,count_query,ivm,q4,0.0038
sliding_window,15,checkpoint,crown,,0.2712
sliding_window,15,maintain,crown,,0.4146
sliding_window,15,query,crown,q1,0.124
sliding_window,15,count_query,crown,q1,0.036
sliding_window,15,query,crown,q2,0.0447
sliding_window,15,count_query,crown,q2,0.0168
sliding_window,15,query,crown,q3,0.061
sliding_window,15,count_query,crown,q3,0.007
sliding_window,15,query,crown,q4,0.0097
sliding_window,15,count_query,crown,q4,0.0036
sliding_window,20,staging,,,8.7892
sliding_window,20,base_insert,,,4.012
sliding_window,20,base_delete,,,0.341
sliding_window,20,checkpoint,recompute,,0.4867
sliding_window,20,query,recompute,q1,0.1471
sliding_window,20,count_query,recompute,q1,0.1242
sliding_window,20,query,recompute,q2,0.0915
sliding_window,20,count_query,recompute,q2,0.0663
sliding_window,20,query,recompute,q3,0.1094
sliding_window,20,count_query,recompute,q3,0.067
sliding_window,20,query,recompute,q4,0.0116
sliding_window,20,count_query,recompute,q4,0.0035
sliding_window,20,checkpoint,logical_views,,0.138
sliding_window,20,query,logical_views,q1,0.1469
sliding_window,20,count_query,logical_views,q1,0.0605
sliding_window,20,query,logical_views,q2,0.0814
sliding_window,20,count_query,logical_views,q2,0.0452
sliding_window,20,query,logical_views,q3,0.1087
sliding_window,20,count_query,logical_views,q3,0.0518
sliding_window,20,query,logical_views,q4,0.0103
sliding_window,20,count_query,logical_views,q4,0.0038
sliding_window,20,checkpoint,ivm,,0.1201
sliding_window,20,maintain,ivm,,0.5954
sliding_window,20,query,ivm,q1,0.1005
sliding_window,20,count_query,ivm,q1,0.0154
sliding_window,20,query,ivm,q2,0.0405
sliding_window,20,count_query,ivm,q2,0.0113
sliding_window,20,query,ivm,q3,0.0515
sliding_window,20,count_query,ivm,q3,0.0058
sliding_window,20,query,ivm,q4,0.0124
sliding_window,20,count_query,ivm,q4,0.0034
sliding_window,20,checkpoint,crown,,0.3132
sliding_window,20,maintain,crown,,0.6015
sliding_window,20,query,crown,q1,0.2014
sliding_window,20,count_query,crown,q1,0.0358
sliding_window,20,query,crown,q2,0.0497
sliding_window,20,count_query,crown,q2,0.0129
sliding_window,20,query,crown,q3,0.0597
sliding_window,20,count_query,crown,q3,0.0058
sliding_window,20,query,crown,q4,0.0173
sliding_window,20,count_query,crown,q4,0.0034
sliding_window,25,staging,,,9.0483
sliding_window,25,base_insert,,,3.4704
sliding_window,25,base_delete,,,0.3333
sliding_window,25,checkpoint,recompute,,0.5575
sliding_window,25,query,recompute,q1,0.1595
sliding_window,25,count_query,recompute,q1,0.1462
sliding_window,25,query,recompute,q2,0.0858
sliding_window,25,count_query,recompute,q2,0.0713
sliding_window,25,query,recompute,q3,0.0952
sliding_window,25,count_query,recompute,q3,0.06
sliding_window,25,query,recompute,q4,0.0123
sliding_window,25,count_query,recompute,q4,0.0034
sliding_window,25,checkpoint,logical_views,,0.1167
sliding_window,25,query,logical_views,q1,0.1302
sliding_window,25,count_query,logical_views,q1,0.0646
sliding_window,25,query,logical_views,q2,0.069
sliding_window,25,count_query,logical_views,q2,0.0401
sliding_window,25,query,logical_views,q3,0.0833
sliding_window,25,count_query,logical_views,q3,0.0407
sliding_window,25,query,logical_views,q4,0.0117
sliding_window,25,count_query,logical_views,q4,0.0032
sliding_window,25,checkpoint,ivm,,0.1106
sliding_window,25,maintain,ivm,,0.5782
sliding_window,25,query,ivm,q1,0.0947
sliding_window,25,count_query,ivm,q1,0.0166
sliding_window,25,query,ivm,q2,0.0373
sliding_window,25,count_query,ivm,q2,0.0113
sliding_window,25,query,ivm,q3,0.0501
sliding_window,25,count_query,ivm,q3,0.0055
sliding_window,25,query,ivm,q4,0.0099
sliding_window,25,count_query,ivm,q4,0.0037
sliding_window,25,checkpoint,crown,,0.2757
sliding_window,25,maintain,crown,,0.5905
sliding_window,25,query,crown,q1,0.1702
sliding_window,25,count_query,crown,q1,0.0361
sliding_window,25,query,crown,q2,0.0474
sliding_window,25,count_query,crown,q2,0.0173
sliding_window,25,query,crown,q3,0.0839
sliding_window,25,count_query,crown,q3,0.0063
sliding_window,25,query,crown,q4,0.0191
sliding_window,25,count_query,crown,q4,0.0051
sliding_window,30,staging,,,8.8622
sliding_window,30,base_insert,,,4.32
sliding_window,30,base_delete,,,0.4064
sliding_window,30,checkpoint,recompute,,0.4889
sliding_window,30,query,recompute,q1,0.1687
sliding_window,30,count_query,recompute,q1,0.1167
sliding_window,30,query,recompute,q2,0.0892
sliding_window,30,count_query,recompute,q2,0.0679
sliding_window,30,query,recompute,q3,0.1023
sliding_window,30,count_query,recompute,q3,0.065
sliding_window,30,query,recompute,q4,0.0109
sliding_window,30,count_query,recompute,q4,0.0032
sliding_window,30,checkpoint,logical_views,,0.1176
sliding_window,30,query,logical_views,q1,0.1341
sliding_window,30,count_query,logical_views,q1,0.07
sliding_window,30,query,logical_views,q2,0.0739
sliding_window,30,count_query,logical_views,q2,0.0465
sliding_window,30,query,logical_views,q3,0.0851
sliding_window,30,count_query,logical_views,q3,0.0471
sliding_window,30,query,logical_views,q4,0.0099
sliding_window,30,count_query,logical_views,q4,0.0033
sliding_window,30,checkpoint,ivm,,0.113
sliding_window,30,maintain,ivm,,0.5721
sliding_window,30,query,ivm,q1,0.0963
sliding_window,30,count_query,ivm,q1,0.0162
sliding_window,30,query,ivm,q2,0.0433
sliding_window,30,count_query,ivm,q2,0.0094
sliding_window,30,query,ivm,q3,0.0515
sliding_window,30,count_query,ivm,q3,0.0077
sliding_window,30,query,ivm,q4,0.0098
sliding_window,30,count_query,ivm,q4,0.0035
sliding_window,30,checkpoint,crown,,0.2479
sliding_window,30,maintain,crown,,0.4228
sliding_window,30,query,crown,q1,0.1826
sliding_window,30,count_query,crown,q1,0.0317
sliding_window,30,query,crown,q2,0.0574
sliding_window,30,count_query,crown,q2,0.0145
sliding_window,30,query,crown,q3,0.0595
sliding_window,30,count_query,crown,q3,0.0066
sliding_window,30,query,crown,q4,0.0121
sliding_window,30,count_query,crown,q4,0.0034
sliding_window,35,staging,,,8.5471
sliding_window,35,base_insert,,,3.9164
sliding_window,35,base_delete,,,0.3315
sliding_window,35,checkpoint,recompute,,0.5864
sliding_window,35,query,recompute,q1,0.1578
sliding_window,35,count_query,recompute,q1,0.1443
sliding_window,35,query,recompute,q2,0.0816
sliding_window,35,count_query,recompute,q2,0.0683
sliding_window,35,query,recompute,q3,0.1018
sliding_window,35,count_query,recompute,q3,0.0697
sliding_window,35,query,recompute,q4,0.0113
sliding_window,35,count_query,recompute,q4,0.0036
sliding_window,35,checkpoint,logical_views,,0.1267
sliding_window,35,query,logical_views,q1,0.2041
sliding_window,35,count_query,logical_views,q1,0.0579
sliding_window,35,query,logical_views,q2,0.0702
sliding_window,35,count_query,logical_views,q2,0.0434
sliding_window,35,query,logical_views,q3,0.0951
sliding_window,35,count_query,logical_views,q3,0.0452
sliding_window,35,query,logical_views,q4,0.0111
sliding_window,35,count_query,logical_views,q4,0.0037
sliding_window,35,checkpoint,ivm,,0.1255
sliding_window,35,maintain,ivm,,0.5824
sliding_window,35,query,ivm,q1,0.1055
sliding_window,35,count_query,ivm,q1,0.0172
sliding_window,35,query,ivm,q2,0.0422
sliding_window,35,count_query,ivm,q2,0.0123
sliding_window,35,query,ivm,q3,0.0492
sliding_window,35,count_query,ivm,q3,0.0079
sliding_window,35,query,ivm,q4,0.01
sliding_window,35,count_query,ivm,q4,0.0052
sliding_window,35,checkpoint,crown,,0.2647
sliding_window,35,maintain,crown,,0.4276
sliding_window,35,query,crown,q1,0.1916
sliding_window,35,count_query,crown,q1,0.0384
sliding_window,35,query,crown,q2,0.0521
sliding_window,35,count_query,crown,q2,0.0155
sliding_window,35,query,crown,q3,0.0771
sliding_window,35,count_query,crown,q3,0.0092
sliding_window,35,query,crown,q4,0.015
sliding_window,35,count_query,crown,q4,0.0032
sliding_window,40,staging,,,8.6359
sliding_window,40,base_insert,,,4.4253
sliding_window,40,base_delete,,,0.3868
sliding_window,40,checkpoint,recompute,,0.6306
sliding_window,40,query,recompute,q1,0.1843
sliding_window,40,count_query,recompute,q1,0.1414
sliding_window,40,query,recompute,q2,0.0876
sliding_window,40,count_query,recompute,q2,0.0616
sliding_window,40,query,recompute,q3,0.0984
sliding_window,40,count_query,recompute,q3,0.0616
sliding_window,40,query,recompute,q4,0.0112
sliding_window,40,count_query,recompute,q4,0.0035
sliding_window,40,checkpoint,logical_views,,0.1437
sliding_window,40,query,logical_views,q1,0.1957
sliding_window,40,count_query,logical_views,q1,0.0626
sliding_window,40,query,logical_views,q2,0.0787
sliding_window,40,count_query,logical_views,q2,0.0428
sliding_window,40,query,logical_views,q3,0.0942
sliding_window,40,count_query,logical_views,q3,0.0536
sliding_window,40,query,logical_views,q4,0.011
sliding_window,40,count_query,logical_views,q4,0.004
sliding_window,40,checkpoint,ivm,,0.1862
sliding_window,40,maintain,ivm,,0.6412
sliding_window,40,query,ivm,q1,0.0927
sliding_window,40,count_query,ivm,q1,0.0165
sliding_window,40,query,ivm,q2,0.048
sliding_window,40,count_query,ivm,q2,0.0113
sliding_window,40,query,ivm,q3,0.0531
sliding_window,40,count_query,ivm,q3,0.0051
sliding_window,40,query,ivm,q4,0.0104
sliding_window,40,count_query,ivm,q4,0.0033
sliding_window,40,checkpoint,crown,,0.42
sliding_window,40,maintain,crown,,0.614
sliding_window,40,query,crown,q1,0.1892
sliding_window,40,count_query,crown,q1,0.0374
sliding_window,40,query,crown,q2,0.0583
sliding_window,40,count_query,crown,q2,0.017
sliding_window,40,query,crown,q3,0.0771
sliding_window,40,count_query,crown,q3,0.0159
sliding_window,40,query,crown,q4,0.0104
sliding_window,40,count_query,crown,q4,0.0034
sliding_window,45,staging,,,8.7581
sliding_window,45,base_insert,,,4.3657
sliding_window,45,base_delete,,,0.3744
sliding_window,45,checkpoint,recompute,,0.7441
sliding_window,45,query,recompute,q1,0.1688
sliding_window,45,count_query,recompute,q1,0.1323
sliding_window,45,query,recompute,q2,0.099
sliding_window,45,count_query,recompute,q2,0.0696
sliding_window,45,query,recompute,q3,0.1105
sliding_window,45,count_query,recompute,q3,0.0725
sliding_window,45,query,recompute,q4,0.0118
sliding_window,45,count_query,recompute,q4,0.0035
sliding_window,45,checkpoint,logical_views,,0.1438
sliding_window,45,query,logical_views,q1,0.1983
sliding_window,45,count_query,logical_views,q1,0.0674
sliding_window,45,query,logical_views,q2,0.0726
sliding_window,45,count_query,logical_views,q2,0.0469
sliding_window,45,query,logical_views,q3,0.0998
sliding_window,45,count_query,logical_views,q3,0.0478
sliding_window,45,query,logical_views,q4,0.0114
sliding_window,45,count_query,logical_views,q4,0.0034
sliding_window,45,checkpoint,ivm,,0.1367
sliding_window,45,maintain,ivm,,0.5906
sliding_window,45,query,ivm,q1,0.105
sliding_window,45,count_query,ivm,q1,0.0169
sliding_window,45,query,ivm,q2,0.0432
sliding_window,45,count_query,ivm,q2,0.0102
sliding_window,45,query,ivm,q3,0.0614
sliding_window,45,count_query,ivm,q3,0.0058
sliding_window,45,query,ivm,q4,0.0173
sliding_window,45,count_query,ivm,q4,0.0035
sliding_window,45,checkpoint,crown,,0.3143
sliding_window,45,maintain,crown,,0.648
sliding_window,45,query,crown,q1,0.208
sliding_window,45,count_query,crown,q1,0.0293
sliding_window,45,query,crown,q2,0.0546
sliding_window,45,count_query,crown,q2,0.0151
sliding_window,45,query,crown,q3,0.0684
sliding_window,45,count_query,crown,q3,0.0072
sliding_window,45,query,crown,q4,0.0107
sliding_window,45,count_query,crown,q4,0.0033
sliding_window,50,staging,,,8.9305
sliding_window,50,base_insert,,,4.9514
sliding_window,50,base_delete,,,0.4024
sliding_window,50,checkpoint,recompute,,0.7956
sliding_window,50,query,recompute,q1,0.1684
sliding_window,50,count_query,recompute,q1,0.1323
sliding_window,50,query,recompute,q2,0.0931
sliding_window,50,count_query,recompute,q2,0.064
sliding_window,50,query,recompute,q3,0.0988
sliding_window,50,count_query,recompute,q3,0.065
sliding_window,50,query,recompute,q4,0.0126
sliding_window,50,count_query,recompute,q4,0.0034
sliding_window,50,checkpoint,logical_views,,0.1421
sliding_window,50,query,logical_views,q1,0.2045
sliding_window,50,count_query,logical_views,q1,0.0639
sliding_window,50,query,logical_views,q2,0.0743
sliding_window,50,count_query,logical_views,q2,0.0405
sliding_window,50,query,logical_views,q3,0.1011
sliding_window,50,count_query,logical_views,q3,0.0465
sliding_window,50,query,logical_views,q4,0.0118
sliding_window,50,count_query,logical_views,q4,0.0035
sliding_window,50,checkpoint,ivm,,0.1395
sliding_window,50,maintain,ivm,,0.5805
sliding_window,50,query,ivm,q1,0.0819
sliding_window,50,count_query,ivm,q1,0.0172
sliding_window,50,query,ivm,q2,0.0456
sliding_window,50,count_query,ivm,q2,0.0112
sliding_window,50,query,ivm,q3,0.0528
sliding_window,50,count_query,ivm,q3,0.006
sliding_window,50,query,ivm,q4,0.0098
sliding_window,50,count_query,ivm,q4,0.0034
sliding_window,50,checkpoint,crown,,0.3203
sliding_window,50,maintain,crown,,0.4522
sliding_window,50,query,crown,q1,0.2048
sliding_window,50,count_query,crown,q1,0.0314
sliding_window,50,query,crown,q2,0.0529
sliding_window,50,count_query,crown,q2,0.0191
sliding_window,50,query,crown,q3,0.0696
sliding_window,50,count_query,crown,q3,0.007
sliding_window,50,query,crown,q4,0.0119
sliding_window,50,count_query,crown,q4,0.0035
sliding_window,55,staging,,,8.903
sliding_window,55,base_insert,,,4.4942
sliding_window,55,base_delete,,,0.3294
sliding_window,55,checkpoint,recompute,,0.7311
sliding_window,55,query,recompute,q1,0.1706
sliding_window,55,count_query,recompute,q1,0.1203
sliding_window,55,query,recompute,q2,0.1102
sliding_window,55,count_query,recompute,q2,0.075
sliding_window,55,query,recompute,q3,0.1231
sliding_window,55,count_query,recompute,q3,0.0718
sliding_window,55,query,recompute,q4,0.0113
sliding_window,55,count_query,recompute,q4,0.0034
sliding_window,55,checkpoint,logical_views,,0.1494
sliding_window,55,query,logical_views,q1,0.2036
